dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_mean,SID_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_10_nodes_10_edges_none_random,MPC,0.03,0.01,5.58,0.97,0.3,0.14,0.38,0.07,0.05,0.02,0.7,0.14,0.38,0.07,0.49,0.08,6.18,0.72,12.04,2.32,npy,dag,10,10,10,random,LT,0.618,0.072,12.04,2.32,12.04,2.32,1.204,0.23199999999999998,1.204,0.23199999999999998,1.204,0.23199999999999998
dag_10_nodes_10_edges_none_random,MPC-LLM,0.02,0.0,5.7,0.71,0.22,0.1,0.45,0.09,0.03,0.01,0.78,0.1,0.45,0.09,0.57,0.1,5.56,0.93,17.22,2.22,npy,dag,10,10,10,random,LT,0.5559999999999999,0.093,17.22,2.22,17.22,2.22,1.722,0.22200000000000003,1.722,0.22200000000000003,1.722,0.22200000000000003
dag_10_nodes_10_edges_semantics_ER,MPC,0.01,0.0,2.36,0.92,0.02,0.09,0.23,0.08,0.0,0.01,0.98,0.09,0.23,0.08,0.36,0.09,7.74,0.85,31.94,4.27,npy,dag,10,10,10,ER,ER,0.774,0.08499999999999999,31.94,4.27,31.94,4.27,3.194,0.42699999999999994,3.194,0.42699999999999994,3.194,0.42699999999999994
dag_10_nodes_10_edges_semantics_ER,MPC-LLM,0.01,0.0,2.36,0.92,0.02,0.09,0.23,0.08,0.0,0.01,0.98,0.09,0.23,0.08,0.36,0.09,7.74,0.85,31.94,4.27,npy,dag,10,10,10,ER,ER,0.774,0.08499999999999999,31.94,4.27,31.94,4.27,3.194,0.42699999999999994,3.194,0.42699999999999994,3.194,0.42699999999999994
dag_10_nodes_10_edges_semantics_SF,MPC,0.01,0.0,5.14,1.11,0.06,0.1,0.53,0.1,0.01,0.02,0.94,0.1,0.53,0.1,0.67,0.09,4.28,0.95,11.34,4.66,npy,dag,10,10,9,SF,SF,0.47555555555555556,0.10555555555555556,11.34,4.66,11.34,4.66,1.26,0.5177777777777778,1.26,0.5177777777777778,1.26,0.5177777777777778
dag_10_nodes_10_edges_semantics_SF,MPC-LLM,0.01,0.0,5.52,0.79,0.05,0.11,0.58,0.1,0.01,0.02,0.95,0.11,0.58,0.1,0.72,0.1,3.86,0.93,9.44,5.18,npy,dag,10,10,9,SF,SF,0.4288888888888889,0.10333333333333333,9.44,5.18,9.44,5.18,1.0488888888888888,0.5755555555555555,1.0488888888888888,0.5755555555555555,1.0488888888888888,0.5755555555555555
dag_10_nodes_10_edges_semantics_random,MPC,0.03,0.01,8.0,0.97,0.02,0.05,0.79,0.12,0.0,0.01,0.98,0.05,0.79,0.12,0.87,0.09,2.1,1.2,4.86,8.53,npy,dag,10,10,10,random,LT,0.21000000000000002,0.12,4.86,8.53,4.86,8.53,0.48600000000000004,0.853,0.48600000000000004,0.853,0.48600000000000004,0.853
dag_10_nodes_10_edges_semantics_random,MPC-LLM,0.03,0.0,7.24,0.74,0.3,0.05,0.51,0.08,0.06,0.01,0.7,0.05,0.51,0.08,0.59,0.07,4.9,0.76,40.04,3.12,npy,dag,10,10,10,random,LT,0.49000000000000005,0.076,40.04,3.12,40.04,3.12,4.004,0.312,4.004,0.312,4.004,0.312
dag_10_nodes_15_edges_degrees_ER,MPC,0.04,0.0,7.04,1.6,0.17,0.1,0.38,0.06,0.04,0.04,0.83,0.1,0.38,0.06,0.52,0.06,9.36,0.94,42.84,3.02,npy,dag,10,15,15,ER,ER,0.624,0.06266666666666666,42.84,3.02,42.84,3.02,2.8560000000000003,0.20133333333333334,2.8560000000000003,0.20133333333333334,2.8560000000000003,0.20133333333333334
dag_10_nodes_15_edges_degrees_ER,MPC-LLM,0.04,0.0,7.938775510204081,1.61,0.06,0.11,0.48,0.04,0.02,0.04,0.94,0.11,0.48,0.04,0.63,0.02,7.8,0.61,37.67,1.94,npy,dag,10,15,15,ER,ER,0.52,0.04066666666666666,37.67,1.94,37.67,1.94,2.5113333333333334,0.12933333333333333,2.5113333333333334,0.12933333333333333,2.5113333333333334,0.12933333333333333
dag_10_nodes_15_edges_degrees_SF,MPC,0.12,0.04,11.58695652173913,1.73,0.12,0.1,0.6,0.11,0.05,0.04,0.88,0.1,0.6,0.11,0.71,0.1,7.02,2.02,20.26,8.5,npy,dag,10,15,17,SF,SF,0.4129411764705882,0.1188235294117647,20.26,8.5,20.26,8.5,1.191764705882353,0.5,1.191764705882353,0.5,1.191764705882353,0.5
dag_10_nodes_15_edges_degrees_SF,MPC-LLM,0.11,0.03,13.372093023255815,1.07,0.04,0.06,0.75,0.07,0.02,0.03,0.96,0.06,0.75,0.07,0.84,0.06,4.37,1.35,10.63,4.68,npy,dag,10,15,17,SF,SF,0.2570588235294118,0.07941176470588236,10.63,4.68,10.63,4.68,0.6252941176470589,0.2752941176470588,0.6252941176470589,0.2752941176470588,0.6252941176470589,0.2752941176470588
dag_10_nodes_15_edges_degrees_random,MPC,0.04,0.01,9.37,1.78,0.25,0.18,0.46,0.1,0.08,0.07,0.75,0.18,0.46,0.1,0.56,0.12,8.83,1.67,41.14,12.0,npy,dag,10,15,15,random,LT,0.5886666666666667,0.11133333333333333,41.14,12.0,41.14,12.0,2.7426666666666666,0.8,2.7426666666666666,0.8,2.7426666666666666,0.8
dag_10_nodes_15_edges_degrees_random,MPC-LLM,0.04,0.01,9.775510204081632,1.57,0.35,0.16,0.42,0.11,0.11,0.06,0.65,0.16,0.42,0.11,0.51,0.13,9.45,1.94,46.0,9.99,npy,dag,10,15,15,random,LT,0.63,0.12933333333333333,46.0,9.99,46.0,9.99,3.066666666666667,0.666,3.066666666666667,0.666,3.066666666666667,0.666
dag_10_nodes_15_edges_none_ER,MPC,0.06,0.01,8.36734693877551,2.14,0.11,0.16,0.51,0.18,0.02,0.03,0.89,0.16,0.51,0.18,0.64,0.19,7.37,2.69,31.61,11.49,npy,dag,10,15,15,ER,ER,0.49133333333333334,0.17933333333333332,31.61,11.49,31.61,11.49,2.1073333333333335,0.766,2.1073333333333335,0.766,2.1073333333333335,0.766
dag_10_nodes_15_edges_none_ER,MPC-LLM,0.05,0.0,10.64,0.94,0.01,0.03,0.7,0.06,0.0,0.01,0.99,0.03,0.7,0.06,0.82,0.04,4.5,0.86,16.9,3.62,npy,dag,10,15,15,ER,ER,0.3,0.05733333333333333,16.9,3.62,16.9,3.62,1.1266666666666665,0.24133333333333334,1.1266666666666665,0.24133333333333334,1.1266666666666665,0.24133333333333334
dag_10_nodes_15_edges_none_SF,MPC,0.06,0.02,10.36,1.75,0.25,0.13,0.46,0.11,0.09,0.04,0.75,0.13,0.46,0.11,0.57,0.12,9.7,1.89,27.24,8.69,npy,dag,10,15,17,SF,SF,0.5705882352941176,0.1111764705882353,27.24,8.69,27.24,8.69,1.6023529411764705,0.5111764705882352,1.6023529411764705,0.5111764705882352,1.6023529411764705,0.5111764705882352
dag_10_nodes_15_edges_none_SF,MPC-LLM,0.06,0.02,10.42,1.67,0.16,0.13,0.51,0.09,0.06,0.05,0.84,0.13,0.51,0.09,0.63,0.1,9.0,1.68,22.58,8.35,npy,dag,10,15,17,SF,SF,0.5294117647058824,0.0988235294117647,22.58,8.35,22.58,8.35,1.328235294117647,0.49117647058823527,1.328235294117647,0.49117647058823527,1.328235294117647,0.49117647058823527
dag_10_nodes_15_edges_none_random,MPC,0.09,0.01,11.285714285714286,0.64,0.45,0.05,0.42,0.05,0.17,0.02,0.55,0.05,0.42,0.05,0.47,0.05,8.79,0.9,36.19,2.54,npy,dag,10,15,15,random,LT,0.586,0.060000000000000005,36.19,2.54,36.19,2.54,2.4126666666666665,0.16933333333333334,2.4126666666666665,0.16933333333333334,2.4126666666666665,0.16933333333333334
dag_10_nodes_15_edges_none_random,MPC-LLM,0.09,0.01,11.268292682926829,0.63,0.45,0.04,0.41,0.05,0.17,0.02,0.55,0.04,0.41,0.05,0.47,0.05,8.85,0.82,36.2,2.57,npy,dag,10,15,15,random,LT,0.59,0.05466666666666666,36.2,2.57,36.2,2.57,2.4133333333333336,0.1713333333333333,2.4133333333333336,0.1713333333333333,2.4133333333333336,0.1713333333333333
dag_10_nodes_15_edges_semantics_ER,MPC,0.05,0.0,8.08,1.35,0.21,0.14,0.42,0.11,0.06,0.04,0.79,0.14,0.42,0.11,0.55,0.12,8.64,1.66,35.0,7.23,npy,dag,10,15,15,ER,ER,0.5760000000000001,0.11066666666666666,35.0,7.23,35.0,7.23,2.3333333333333335,0.48200000000000004,2.3333333333333335,0.48200000000000004,2.3333333333333335,0.48200000000000004
dag_10_nodes_15_edges_semantics_ER,MPC-LLM,0.04,0.0,10.54,0.58,0.01,0.03,0.7,0.04,0.0,0.01,0.99,0.03,0.7,0.04,0.82,0.03,4.54,0.64,11.75,3.79,npy,dag,10,15,15,ER,ER,0.3026666666666667,0.042666666666666665,11.75,3.79,11.75,3.79,0.7833333333333333,0.25266666666666665,0.7833333333333333,0.25266666666666665,0.7833333333333333,0.25266666666666665
dag_10_nodes_15_edges_semantics_SF,MPC,0.06,0.01,11.46,1.37,0.39,0.12,0.41,0.12,0.16,0.05,0.61,0.12,0.41,0.12,0.49,0.12,10.36,2.15,43.76,8.15,npy,dag,10,15,17,SF,SF,0.6094117647058823,0.1264705882352941,43.76,8.15,43.76,8.15,2.5741176470588236,0.47941176470588237,2.5741176470588236,0.47941176470588237,2.5741176470588236,0.47941176470588237
dag_10_nodes_15_edges_semantics_SF,MPC-LLM,0.06,0.01,11.92,1.26,0.35,0.11,0.45,0.07,0.15,0.05,0.65,0.11,0.45,0.07,0.53,0.08,9.7,1.4,41.4,5.44,npy,dag,10,15,17,SF,SF,0.5705882352941176,0.08235294117647059,41.4,5.44,41.4,5.44,2.4352941176470586,0.32,2.4352941176470586,0.32,2.4352941176470586,0.32
dag_10_nodes_15_edges_semantics_random,MPC,0.04,0.01,5.64,1.7,0.01,0.05,0.37,0.1,0.0,0.01,0.99,0.05,0.37,0.1,0.53,0.11,9.48,1.59,29.56,3.98,npy,dag,10,15,15,random,LT,0.632,0.10600000000000001,29.56,3.98,29.56,3.98,1.9706666666666666,0.2653333333333333,1.9706666666666666,0.2653333333333333,1.9706666666666666,0.2653333333333333
dag_10_nodes_15_edges_semantics_random,MPC-LLM,0.04,0.01,8.28,1.26,0.01,0.05,0.54,0.07,0.0,0.02,0.99,0.05,0.54,0.07,0.7,0.06,6.88,1.15,17.9,3.39,npy,dag,10,15,15,random,LT,0.45866666666666667,0.07666666666666666,17.9,3.39,17.9,3.39,1.1933333333333331,0.226,1.1933333333333331,0.226,1.1933333333333331,0.226
dag_15_nodes_15_edges_degrees_ER,MPC,0.03,0.01,6.44,1.47,0.02,0.08,0.42,0.1,0.0,0.01,0.98,0.08,0.42,0.1,0.58,0.11,8.68,1.5,26.66,3.91,npy,dag,15,15,15,ER,ER,0.5786666666666667,0.1,26.66,3.91,26.66,3.91,1.7773333333333334,0.26066666666666666,1.7773333333333334,0.26066666666666666,1.7773333333333334,0.26066666666666666
dag_15_nodes_15_edges_degrees_ER,MPC-LLM,0.03,0.01,8.84,1.0,0.02,0.05,0.57,0.07,0.0,0.01,0.98,0.05,0.57,0.07,0.72,0.06,6.4,1.01,18.46,3.52,npy,dag,15,15,15,ER,ER,0.4266666666666667,0.06733333333333333,18.46,3.52,18.46,3.52,1.2306666666666668,0.23466666666666666,1.2306666666666668,0.23466666666666666,1.2306666666666668,0.23466666666666666
dag_15_nodes_15_edges_degrees_SF,MPC,0.03,0.01,6.0,1.36,0.02,0.06,0.42,0.09,0.0,0.0,0.98,0.06,0.42,0.09,0.58,0.09,8.18,1.26,15.62,4.82,npy,dag,15,15,14,SF,SF,0.5842857142857143,0.09,15.62,4.82,15.62,4.82,1.1157142857142857,0.3442857142857143,1.1157142857142857,0.3442857142857143,1.1157142857142857,0.3442857142857143
dag_15_nodes_15_edges_degrees_SF,MPC-LLM,0.03,0.01,8.1,1.46,0.27,0.05,0.42,0.09,0.02,0.01,0.73,0.05,0.42,0.09,0.53,0.08,8.12,1.26,22.12,4.53,npy,dag,15,15,14,SF,SF,0.58,0.09,22.12,4.53,22.12,4.53,1.58,0.32357142857142857,1.58,0.32357142857142857,1.58,0.32357142857142857
dag_15_nodes_15_edges_degrees_random,MPC,0.04,0.0,8.54,0.61,0.02,0.04,0.56,0.04,0.0,0.0,0.98,0.04,0.56,0.04,0.71,0.04,6.64,0.6,14.84,6.12,npy,dag,15,15,15,random,LT,0.44266666666666665,0.04,14.84,6.12,14.84,6.12,0.9893333333333333,0.40800000000000003,0.9893333333333333,0.40800000000000003,0.9893333333333333,0.40800000000000003
dag_15_nodes_15_edges_degrees_random,MPC-LLM,0.04,0.0,8.54,0.61,0.02,0.04,0.56,0.04,0.0,0.0,0.98,0.04,0.56,0.04,0.71,0.04,6.64,0.6,14.84,6.12,npy,dag,15,15,15,random,LT,0.44266666666666665,0.04,14.84,6.12,14.84,6.12,0.9893333333333333,0.40800000000000003,0.9893333333333333,0.40800000000000003,0.9893333333333333,0.40800000000000003
dag_15_nodes_15_edges_none_ER,MPC,0.04,0.0,6.1,0.84,0.04,0.1,0.39,0.03,0.0,0.01,0.96,0.1,0.39,0.03,0.55,0.04,9.2,0.49,34.7,3.49,npy,dag,15,15,15,ER,ER,0.6133333333333333,0.03266666666666666,34.7,3.49,34.7,3.49,2.3133333333333335,0.2326666666666667,2.3133333333333335,0.2326666666666667,2.3133333333333335,0.2326666666666667
dag_15_nodes_15_edges_none_ER,MPC-LLM,0.04,0.0,7.1,0.84,0.03,0.09,0.45,0.03,0.0,0.01,0.97,0.09,0.45,0.03,0.62,0.04,8.2,0.49,33.7,3.49,npy,dag,15,15,15,ER,ER,0.5466666666666666,0.03266666666666666,33.7,3.49,33.7,3.49,2.246666666666667,0.2326666666666667,2.246666666666667,0.2326666666666667,2.246666666666667,0.2326666666666667
dag_15_nodes_15_edges_none_SF,MPC,0.05,0.02,8.12,1.65,0.14,0.11,0.49,0.08,0.01,0.01,0.86,0.11,0.49,0.08,0.62,0.09,7.22,1.15,20.62,9.06,npy,dag,15,15,14,SF,SF,0.5157142857142857,0.08214285714285714,20.62,9.06,20.62,9.06,1.4728571428571429,0.6471428571428571,1.4728571428571429,0.6471428571428571,1.4728571428571429,0.6471428571428571
dag_15_nodes_15_edges_none_SF,MPC-LLM,0.05,0.02,7.92,1.31,0.1,0.1,0.51,0.09,0.01,0.01,0.9,0.1,0.51,0.09,0.64,0.09,7.0,1.23,17.3,8.86,npy,dag,15,15,14,SF,SF,0.5,0.08785714285714286,17.3,8.86,17.3,8.86,1.2357142857142858,0.6328571428571428,1.2357142857142858,0.6328571428571428,1.2357142857142858,0.6328571428571428
dag_15_nodes_15_edges_none_random,MPC,0.05,0.0,7.32,1.02,0.03,0.06,0.47,0.07,0.0,0.0,0.97,0.06,0.47,0.07,0.64,0.06,7.88,1.08,35.88,9.39,npy,dag,15,15,15,random,LT,0.5253333333333333,0.07200000000000001,35.88,9.39,35.88,9.39,2.3920000000000003,0.626,2.3920000000000003,0.626,2.3920000000000003,0.626
dag_15_nodes_15_edges_none_random,MPC-LLM,0.04,0.0,12.14,0.4,0.08,0.0,0.74,0.03,0.01,0.0,0.92,0.0,0.74,0.03,0.82,0.02,3.86,0.4,23.86,0.4,npy,dag,15,15,15,random,LT,0.2573333333333333,0.02666666666666667,23.86,0.4,23.86,0.4,1.5906666666666667,0.02666666666666667,1.5906666666666667,0.02666666666666667,1.5906666666666667,0.02666666666666667
dag_15_nodes_15_edges_semantics_ER,MPC,0.03,0.0,7.4,1.51,0.05,0.07,0.47,0.1,0.0,0.01,0.95,0.07,0.47,0.1,0.62,0.1,7.96,1.55,19.44,4.82,npy,dag,15,15,15,ER,ER,0.5306666666666666,0.10333333333333333,19.44,4.82,19.44,4.82,1.296,0.32133333333333336,1.296,0.32133333333333336,1.296,0.32133333333333336
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.03,0.0,8.5,1.34,0.0,0.02,0.57,0.09,0.0,0.0,1.0,0.02,0.57,0.09,0.72,0.08,6.54,1.36,16.22,3.86,npy,dag,15,15,15,ER,ER,0.436,0.09066666666666667,16.22,3.86,16.22,3.86,1.0813333333333333,0.2573333333333333,1.0813333333333333,0.2573333333333333,1.0813333333333333,0.2573333333333333
dag_15_nodes_15_edges_semantics_SF,MPC,0.03,0.0,6.32,0.65,0.01,0.04,0.45,0.04,0.0,0.0,0.99,0.04,0.45,0.04,0.61,0.04,7.78,0.58,11.0,2.26,npy,dag,15,15,14,SF,SF,0.5557142857142857,0.041428571428571426,11.0,2.26,11.0,2.26,0.7857142857142857,0.16142857142857142,0.7857142857142857,0.16142857142857142,0.7857142857142857,0.16142857142857142
dag_15_nodes_15_edges_semantics_SF,MPC-LLM,0.03,0.0,6.34,0.66,0.01,0.04,0.45,0.04,0.0,0.0,0.99,0.04,0.45,0.04,0.61,0.04,7.78,0.62,10.7,1.02,npy,dag,15,15,14,SF,SF,0.5557142857142857,0.04428571428571428,10.7,1.02,10.7,1.02,0.7642857142857142,0.07285714285714286,0.7642857142857142,0.07285714285714286,0.7642857142857142,0.07285714285714286
dag_15_nodes_15_edges_semantics_random,MPC,0.04,0.0,11.76,1.44,0.01,0.03,0.78,0.1,0.0,0.0,0.99,0.03,0.78,0.1,0.87,0.07,3.42,1.47,16.62,7.9,npy,dag,15,15,15,random,LT,0.228,0.098,16.62,7.9,16.62,7.9,1.108,0.5266666666666667,1.108,0.5266666666666667,1.108,0.5266666666666667
dag_15_nodes_15_edges_semantics_random,MPC-LLM,0.04,0.0,11.76,1.44,0.01,0.03,0.78,0.09,0.0,0.0,0.99,0.03,0.78,0.09,0.87,0.06,3.38,1.41,16.02,6.8,npy,dag,15,15,15,random,LT,0.22533333333333333,0.094,16.02,6.8,16.02,6.8,1.068,0.4533333333333333,1.068,0.4533333333333333,1.068,0.4533333333333333
dag_15_nodes_22_edges_degrees_ER,MPC,0.05,0.0,10.96,0.6,0.06,0.05,0.47,0.03,0.01,0.01,0.94,0.05,0.47,0.03,0.62,0.04,11.76,0.72,63.94,4.41,npy,dag,15,22,22,ER,ER,0.5345454545454545,0.03272727272727272,63.94,4.41,63.94,4.41,2.9063636363636363,0.20045454545454547,2.9063636363636363,0.20045454545454547,2.9063636363636363,0.20045454545454547
dag_15_nodes_22_edges_degrees_ER,MPC-LLM,0.05,0.0,10.9,0.68,0.03,0.06,0.48,0.04,0.0,0.01,0.97,0.06,0.48,0.04,0.65,0.04,11.4,0.83,63.56,6.88,npy,dag,15,22,22,ER,ER,0.5181818181818182,0.03772727272727273,63.56,6.88,63.56,6.88,2.889090909090909,0.31272727272727274,2.889090909090909,0.31272727272727274,2.889090909090909,0.31272727272727274
dag_15_nodes_22_edges_degrees_SF,MPC,0.03,0.01,7.34,1.36,0.14,0.11,0.45,0.1,0.01,0.01,0.86,0.11,0.45,0.1,0.59,0.11,7.74,1.55,18.18,8.84,npy,dag,15,22,14,SF,SF,0.5528571428571428,0.11071428571428572,18.18,8.84,18.18,8.84,1.2985714285714285,0.6314285714285715,1.2985714285714285,0.6314285714285715,1.2985714285714285,0.6314285714285715
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03,0.01,7.38,1.31,0.15,0.11,0.45,0.1,0.01,0.01,0.85,0.11,0.45,0.1,0.58,0.11,7.78,1.59,18.18,8.84,npy,dag,15,22,14,SF,SF,0.5557142857142857,0.11357142857142857,18.18,8.84,18.18,8.84,1.2985714285714285,0.6314285714285715,1.2985714285714285,0.6314285714285715,1.2985714285714285,0.6314285714285715
dag_15_nodes_22_edges_degrees_random,MPC,0.07,0.01,13.146341463414634,1.48,0.3,0.14,0.42,0.09,0.05,0.02,0.7,0.14,0.42,0.09,0.52,0.1,12.9,2.02,86.73,17.75,npy,dag,15,22,22,random,LT,0.5863636363636364,0.09181818181818181,86.73,17.75,86.73,17.75,3.9422727272727274,0.8068181818181818,3.9422727272727274,0.8068181818181818,3.9422727272727274,0.8068181818181818
dag_15_nodes_22_edges_degrees_random,MPC-LLM,0.07,0.01,12.76,1.41,0.06,0.07,0.54,0.05,0.01,0.01,0.94,0.07,0.54,0.05,0.69,0.05,10.4,1.31,58.68,11.16,npy,dag,15,22,22,random,LT,0.4727272727272727,0.05954545454545455,58.68,11.16,58.68,11.16,2.6672727272727275,0.5072727272727273,2.6672727272727275,0.5072727272727273,2.6672727272727275,0.5072727272727273
dag_15_nodes_22_edges_none_ER,MPC,0.08,0.01,13.02,1.61,0.04,0.07,0.57,0.08,0.01,0.01,0.96,0.07,0.57,0.08,0.71,0.08,9.56,1.83,42.2,10.86,npy,dag,15,22,22,ER,ER,0.43454545454545457,0.08318181818181819,42.2,10.86,42.2,10.86,1.9181818181818182,0.4936363636363636,1.9181818181818182,0.4936363636363636,1.9181818181818182,0.4936363636363636
dag_15_nodes_22_edges_none_ER,MPC-LLM,0.07,0.01,14.14,1.07,0.06,0.06,0.61,0.05,0.01,0.01,0.94,0.06,0.61,0.05,0.74,0.05,8.78,1.2,39.94,8.16,npy,dag,15,22,22,ER,ER,0.39909090909090905,0.05454545454545454,39.94,8.16,39.94,8.16,1.8154545454545454,0.3709090909090909,1.8154545454545454,0.3709090909090909,1.8154545454545454,0.3709090909090909
dag_15_nodes_22_edges_none_SF,MPC,0.03,0.0,5.98,0.14,0.0,0.0,0.43,0.01,0.0,0.0,1.0,0.0,0.43,0.01,0.6,0.01,8.02,0.14,13.04,0.28,npy,dag,15,22,14,SF,SF,0.5728571428571428,0.01,13.04,0.28,13.04,0.28,0.9314285714285714,0.02,0.9314285714285714,0.02,0.9314285714285714,0.02
dag_15_nodes_22_edges_none_SF,MPC-LLM,0.03,0.0,5.98,0.14,0.0,0.0,0.43,0.01,0.0,0.0,1.0,0.0,0.43,0.01,0.6,0.01,8.02,0.14,13.04,0.28,npy,dag,15,22,14,SF,SF,0.5728571428571428,0.01,13.04,0.28,13.04,0.28,0.9314285714285714,0.02,0.9314285714285714,0.02,0.9314285714285714,0.02
dag_15_nodes_22_edges_none_random,MPC,0.1,0.02,16.26,0.85,0.05,0.06,0.7,0.06,0.01,0.01,0.95,0.06,0.7,0.06,0.81,0.06,6.68,1.41,40.78,12.8,npy,dag,15,22,22,random,LT,0.30363636363636365,0.06409090909090909,40.78,12.8,40.78,12.8,1.8536363636363637,0.5818181818181819,1.8536363636363637,0.5818181818181819,1.8536363636363637,0.5818181818181819
dag_15_nodes_22_edges_none_random,MPC-LLM,0.1,0.01,17.38,0.81,0.1,0.04,0.71,0.05,0.02,0.01,0.9,0.04,0.71,0.05,0.8,0.04,6.4,1.09,44.34,9.88,npy,dag,15,22,22,random,LT,0.29090909090909095,0.04954545454545455,44.34,9.88,44.34,9.88,2.0154545454545456,0.44909090909090915,2.0154545454545456,0.44909090909090915,2.0154545454545456,0.44909090909090915
dag_15_nodes_22_edges_semantics_ER,MPC,0.1,0.01,12.326530612244898,1.3,0.09,0.1,0.51,0.08,0.01,0.01,0.91,0.1,0.51,0.08,0.65,0.08,10.88,1.67,74.37,13.67,npy,dag,15,22,22,ER,ER,0.49454545454545457,0.07590909090909091,74.37,13.67,74.37,13.67,3.380454545454546,0.6213636363636363,3.380454545454546,0.6213636363636363,3.380454545454546,0.6213636363636363
dag_15_nodes_22_edges_semantics_ER,MPC-LLM,0.1,0.01,12.46938775510204,1.31,0.16,0.14,0.48,0.09,0.02,0.02,0.84,0.14,0.48,0.09,0.61,0.1,11.57,1.9,81.27,16.05,npy,dag,15,22,22,ER,ER,0.5259090909090909,0.08636363636363636,81.27,16.05,81.27,16.05,3.694090909090909,0.7295454545454546,3.694090909090909,0.7295454545454546,3.694090909090909,0.7295454545454546
dag_15_nodes_22_edges_semantics_SF,MPC,0.02,0.0,3.02,1.17,0.01,0.05,0.21,0.08,0.0,0.0,0.99,0.05,0.21,0.08,0.34,0.1,11.1,1.05,22.56,4.14,npy,dag,15,22,14,SF,SF,0.7928571428571428,0.075,22.56,4.14,22.56,4.14,1.6114285714285714,0.2957142857142857,1.6114285714285714,0.2957142857142857,1.6114285714285714,0.2957142857142857
dag_15_nodes_22_edges_semantics_SF,MPC-LLM,0.02,0.0,3.62,1.44,0.16,0.15,0.21,0.08,0.01,0.01,0.84,0.15,0.21,0.08,0.33,0.1,11.14,1.03,24.22,3.92,npy,dag,15,22,14,SF,SF,0.7957142857142857,0.07357142857142858,24.22,3.92,24.22,3.92,1.73,0.27999999999999997,1.73,0.27999999999999997,1.73,0.27999999999999997
dag_15_nodes_22_edges_semantics_random,MPC,0.1,0.03,10.52,1.18,0.13,0.11,0.41,0.06,0.02,0.02,0.87,0.11,0.41,0.06,0.56,0.07,12.96,1.35,70.82,10.33,npy,dag,15,22,22,random,LT,0.5890909090909091,0.06136363636363637,70.82,10.33,70.82,10.33,3.219090909090909,0.46954545454545454,3.219090909090909,0.46954545454545454,3.219090909090909,0.46954545454545454
dag_15_nodes_22_edges_semantics_random,MPC-LLM,0.09,0.03,14.020833333333334,1.21,0.02,0.04,0.62,0.05,0.0,0.01,0.98,0.04,0.62,0.05,0.76,0.04,8.33,1.21,49.29,9.57,npy,dag,15,22,22,random,LT,0.37863636363636366,0.055,49.29,9.57,49.29,9.57,2.2404545454545453,0.435,2.2404545454545453,0.435,2.2404545454545453,0.435
dag_5_nodes_5_edges_degrees_ER,MPC,0.01,0.0,2.08,0.63,0.08,0.2,0.37,0.1,0.05,0.12,0.92,0.21,0.37,0.1,0.54,0.1,3.16,0.51,11.52,1.28,npy,dag,5,5,5,ER,ER,0.632,0.10200000000000001,11.52,1.28,11.52,1.28,2.304,0.256,2.304,0.256,2.304,0.256
dag_5_nodes_5_edges_degrees_ER,MPC-LLM,0.01,0.0,2.08,0.4,0.02,0.08,0.4,0.03,0.01,0.06,0.98,0.08,0.4,0.03,0.57,0.02,2.98,0.14,11.06,0.59,npy,dag,5,5,5,ER,ER,0.596,0.028000000000000004,11.06,0.59,11.06,0.59,2.212,0.118,2.212,0.118,2.212,0.118
dag_5_nodes_5_edges_degrees_SF,MPC,0.01,0.0,0.08,0.4,0.02,0.1,0.01,0.05,0.01,0.03,0.5,0.0,0.01,0.05,0.33,0.0,3.96,0.2,10.08,0.4,npy,dag,5,5,4,SF,SF,0.99,0.05,10.08,0.4,10.08,0.4,2.52,0.1,2.52,0.1,2.52,0.1
dag_5_nodes_5_edges_degrees_SF,MPC-LLM,0.01,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,npy,dag,5,5,4,SF,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dag_5_nodes_5_edges_degrees_random,MPC,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.57,0.0,3.0,0.0,5.0,0.0,npy,dag,5,5,5,random,LT,0.6,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
dag_5_nodes_5_edges_degrees_random,MPC-LLM,0.0,0.0,3.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.75,0.0,2.0,0.0,4.0,0.0,npy,dag,5,5,5,random,LT,0.4,0.0,4.0,0.0,4.0,0.0,0.8,0.0,0.8,0.0,0.8,0.0
