dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_mean,SID_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_10_nodes_10_edges_none_SF,MPC,0.01,0.01,4.76,0.96,0.03,0.08,0.51,0.1,0.01,0.01,0.23,0.06,0.12,0.02,0.15,0.03,9.14,0.5,29.74,7.58,44.64,6.76,npy,cpdag,10,10,9,SF,SF,1.0155555555555555,0.05555555555555555,44.64,6.76,4.96,0.7511111111111111,3.304444444444444,0.8422222222222222,4.96,0.7511111111111111
dag_10_nodes_10_edges_none_SF,MPC-LLM,0.01,0.0,4.76,0.96,0.03,0.08,0.51,0.1,0.01,0.01,0.23,0.06,0.12,0.02,0.15,0.03,9.14,0.5,29.74,7.58,44.64,6.76,npy,cpdag,10,10,9,SF,SF,1.0155555555555555,0.05555555555555555,44.64,6.76,4.96,0.7511111111111111,3.304444444444444,0.8422222222222222,4.96,0.7511111111111111
dag_10_nodes_10_edges_none_random,MPC,0.03,0.01,8.72,0.73,0.01,0.04,0.86,0.06,0.0,0.01,0.64,0.04,0.56,0.06,0.6,0.05,7.1,0.36,10.42,13.91,56.84,4.64,npy,cpdag,10,10,10,random,LT,0.71,0.036,56.84,4.64,5.684,0.46399999999999997,1.042,1.391,5.684,0.46399999999999997
dag_10_nodes_10_edges_none_random,MPC-LLM,0.02,0.0,8.72,0.73,0.01,0.04,0.86,0.06,0.0,0.01,0.64,0.04,0.56,0.06,0.6,0.05,7.1,0.36,10.42,13.91,56.84,4.64,npy,cpdag,10,10,10,random,LT,0.71,0.036,56.84,4.64,5.684,0.46399999999999997,1.042,1.391,5.684,0.46399999999999997
dag_10_nodes_10_edges_semantics_ER,MPC,0.01,0.0,7.08,0.44,0.01,0.04,0.7,0.04,0.0,0.01,0.71,0.03,0.5,0.04,0.58,0.04,6.16,0.42,22.5,3.33,60.54,1.63,npy,cpdag,10,10,10,ER,ER,0.616,0.041999999999999996,60.54,1.63,6.054,0.16299999999999998,2.25,0.333,6.054,0.16299999999999998
dag_10_nodes_10_edges_semantics_ER,MPC-LLM,0.01,0.0,7.06,0.47,0.01,0.03,0.7,0.04,0.0,0.01,0.71,0.03,0.5,0.04,0.59,0.03,6.14,0.35,22.5,3.33,60.7,1.57,npy,cpdag,10,10,10,ER,ER,0.614,0.034999999999999996,60.7,1.57,6.07,0.157,2.25,0.333,6.07,0.157
dag_10_nodes_10_edges_semantics_SF,MPC,0.01,0.0,6.64,0.72,0.03,0.06,0.72,0.07,0.01,0.01,0.61,0.07,0.44,0.0,0.51,0.02,8.2,0.45,30.66,5.97,48.44,6.28,npy,cpdag,10,10,9,SF,SF,0.911111111111111,0.05,48.44,6.28,5.382222222222222,0.6977777777777778,3.4066666666666667,0.6633333333333333,5.382222222222222,0.6977777777777778
dag_10_nodes_10_edges_semantics_SF,MPC-LLM,0.01,0.0,6.64,0.72,0.03,0.06,0.72,0.07,0.01,0.01,0.61,0.07,0.44,0.0,0.51,0.02,8.2,0.45,30.66,5.97,48.44,6.28,npy,cpdag,10,10,9,SF,SF,0.911111111111111,0.05,48.44,6.28,5.382222222222222,0.6977777777777778,3.4066666666666667,0.6633333333333333,5.382222222222222,0.6977777777777778
dag_10_nodes_10_edges_semantics_random,MPC,0.03,0.01,8.28,0.78,0.01,0.02,0.82,0.07,0.0,0.01,0.58,0.05,0.48,0.06,0.53,0.05,8.06,0.24,5.04,8.97,72.32,5.22,npy,cpdag,10,10,10,random,LT,0.806,0.024,72.32,5.22,7.231999999999999,0.522,0.504,0.897,7.231999999999999,0.522
dag_10_nodes_10_edges_semantics_random,MPC-LLM,0.03,0.0,8.28,0.78,0.01,0.02,0.82,0.07,0.0,0.01,0.58,0.05,0.48,0.06,0.53,0.05,8.06,0.24,5.04,8.97,72.32,5.22,npy,cpdag,10,10,10,random,LT,0.806,0.024,72.32,5.22,7.231999999999999,0.522,0.504,0.897,7.231999999999999,0.522
dag_10_nodes_15_edges_degrees_ER,MPC,0.04,0.0,11.08,0.27,0.01,0.02,0.73,0.0,0.0,0.01,0.36,0.01,0.27,0.0,0.31,0.0,13.08,0.27,15.94,0.24,86.0,0.0,npy,cpdag,10,15,15,ER,ER,0.872,0.018000000000000002,86.0,0.0,5.733333333333333,0.0,1.0626666666666666,0.016,5.733333333333333,0.0
dag_10_nodes_15_edges_degrees_ER,MPC-LLM,0.04,0.0,11.08,0.27,0.01,0.02,0.73,0.0,0.0,0.01,0.36,0.01,0.27,0.0,0.31,0.0,13.08,0.27,15.94,0.24,86.0,0.0,npy,cpdag,10,15,15,ER,ER,0.872,0.018000000000000002,86.0,0.0,5.733333333333333,0.0,1.0626666666666666,0.016,5.733333333333333,0.0
dag_10_nodes_15_edges_degrees_SF,MPC,0.12,0.04,13.5,1.13,0.02,0.04,0.78,0.07,0.01,0.02,0.45,0.05,0.36,0.06,0.4,0.05,15.3,0.51,8.98,4.6,83.58,5.35,npy,cpdag,10,15,17,SF,SF,0.9,0.03,83.58,5.35,4.916470588235294,0.31470588235294117,0.5282352941176471,0.27058823529411763,4.916470588235294,0.31470588235294117
dag_10_nodes_15_edges_degrees_SF,MPC-LLM,0.11,0.03,13.5,1.13,0.02,0.04,0.78,0.07,0.01,0.02,0.45,0.05,0.36,0.06,0.4,0.05,15.3,0.51,8.98,4.6,83.58,5.35,npy,cpdag,10,15,17,SF,SF,0.9,0.03,83.58,5.35,4.916470588235294,0.31470588235294117,0.5282352941176471,0.27058823529411763,4.916470588235294,0.31470588235294117
dag_10_nodes_15_edges_degrees_random,MPC,0.04,0.01,11.1,0.97,0.07,0.05,0.68,0.05,0.03,0.02,0.44,0.05,0.33,0.02,0.38,0.03,14.84,0.55,20.88,2.17,86.5,0.74,npy,cpdag,10,15,15,random,LT,0.9893333333333333,0.03666666666666667,86.5,0.74,5.766666666666667,0.04933333333333333,1.392,0.14466666666666667,5.766666666666667,0.04933333333333333
dag_10_nodes_15_edges_degrees_random,MPC-LLM,0.04,0.01,11.1,0.97,0.07,0.05,0.68,0.05,0.03,0.02,0.44,0.05,0.33,0.02,0.38,0.03,14.84,0.55,20.88,2.17,86.5,0.74,npy,cpdag,10,15,15,random,LT,0.9893333333333333,0.03666666666666667,86.5,0.74,5.766666666666667,0.04933333333333333,1.392,0.14466666666666667,5.766666666666667,0.04933333333333333
dag_10_nodes_15_edges_none_ER,MPC,0.06,0.01,12.46,0.79,0.0,0.0,0.83,0.05,0.0,0.0,0.55,0.03,0.46,0.02,0.5,0.02,10.14,0.35,7.5,3.03,78.4,4.54,npy,cpdag,10,15,15,ER,ER,0.676,0.02333333333333333,78.4,4.54,5.2266666666666675,0.3026666666666667,0.5,0.20199999999999999,5.2266666666666675,0.3026666666666667
dag_10_nodes_15_edges_none_ER,MPC-LLM,0.05,0.0,12.46,0.79,0.0,0.0,0.83,0.05,0.0,0.0,0.55,0.03,0.46,0.02,0.5,0.02,10.14,0.35,7.5,3.03,78.4,4.54,npy,cpdag,10,15,15,ER,ER,0.676,0.02333333333333333,78.4,4.54,5.2266666666666675,0.3026666666666667,0.5,0.20199999999999999,5.2266666666666675,0.3026666666666667
dag_10_nodes_15_edges_none_SF,MPC,0.06,0.02,12.44,1.16,0.05,0.05,0.69,0.06,0.02,0.02,0.52,0.05,0.38,0.05,0.44,0.05,15.66,0.66,8.62,2.35,82.98,5.93,npy,cpdag,10,15,17,SF,SF,0.9211764705882353,0.03882352941176471,82.98,5.93,4.881176470588236,0.3488235294117647,0.5070588235294117,0.13823529411764707,4.881176470588236,0.3488235294117647
dag_10_nodes_15_edges_none_SF,MPC-LLM,0.06,0.02,12.44,1.16,0.05,0.05,0.69,0.06,0.02,0.02,0.52,0.05,0.38,0.05,0.44,0.05,15.66,0.66,8.62,2.35,82.98,5.93,npy,cpdag,10,15,17,SF,SF,0.9211764705882353,0.03882352941176471,82.98,5.93,4.881176470588236,0.3488235294117647,0.5070588235294117,0.13823529411764707,4.881176470588236,0.3488235294117647
dag_10_nodes_15_edges_none_random,MPC,0.09,0.01,12.16,0.68,0.01,0.02,0.8,0.05,0.0,0.01,0.43,0.03,0.35,0.03,0.38,0.03,13.1,0.3,11.54,11.72,69.26,7.86,npy,cpdag,10,15,15,random,LT,0.8733333333333333,0.02,69.26,7.86,4.617333333333334,0.524,0.7693333333333333,0.7813333333333333,4.617333333333334,0.524
dag_10_nodes_15_edges_none_random,MPC-LLM,0.09,0.01,12.16,0.68,0.01,0.02,0.8,0.05,0.0,0.01,0.43,0.03,0.35,0.03,0.38,0.03,13.1,0.3,11.54,11.72,69.26,7.86,npy,cpdag,10,15,15,random,LT,0.8733333333333333,0.02,69.26,7.86,4.617333333333334,0.524,0.7693333333333333,0.7813333333333333,4.617333333333334,0.524
dag_10_nodes_15_edges_semantics_ER,MPC,0.05,0.0,10.44,0.79,0.0,0.0,0.7,0.05,0.0,0.0,0.35,0.04,0.24,0.04,0.28,0.04,12.0,0.0,11.2,1.9,69.46,4.37,npy,cpdag,10,15,15,ER,ER,0.8,0.0,69.46,4.37,4.6306666666666665,0.29133333333333333,0.7466666666666666,0.12666666666666665,4.6306666666666665,0.29133333333333333
dag_10_nodes_15_edges_semantics_ER,MPC-LLM,0.04,0.0,10.44,0.79,0.0,0.0,0.7,0.05,0.0,0.0,0.35,0.04,0.24,0.04,0.28,0.04,12.0,0.0,11.2,1.9,69.46,4.37,npy,cpdag,10,15,15,ER,ER,0.8,0.0,69.46,4.37,4.6306666666666665,0.29133333333333333,0.7466666666666666,0.12666666666666665,4.6306666666666665,0.29133333333333333
dag_10_nodes_15_edges_semantics_SF,MPC,0.06,0.01,12.28,1.29,0.03,0.04,0.7,0.07,0.01,0.02,0.5,0.04,0.36,0.05,0.42,0.05,16.4,0.53,16.56,3.74,75.48,2.18,npy,cpdag,10,15,17,SF,SF,0.9647058823529411,0.031176470588235295,75.48,2.18,4.44,0.12823529411764706,0.9741176470588234,0.22,4.44,0.12823529411764706
dag_10_nodes_15_edges_semantics_SF,MPC-LLM,0.06,0.01,12.22,1.22,0.03,0.04,0.69,0.07,0.01,0.02,0.5,0.04,0.36,0.05,0.42,0.05,16.42,0.54,16.82,3.43,75.42,2.2,npy,cpdag,10,15,17,SF,SF,0.9658823529411765,0.031764705882352945,75.42,2.2,4.436470588235294,0.12941176470588237,0.9894117647058823,0.20176470588235296,4.436470588235294,0.12941176470588237
dag_10_nodes_15_edges_semantics_random,MPC,0.04,0.01,10.0,0.81,0.01,0.03,0.66,0.05,0.0,0.01,0.24,0.04,0.16,0.04,0.19,0.04,12.02,0.38,14.62,3.21,70.16,3.96,npy,cpdag,10,15,15,random,LT,0.8013333333333333,0.025333333333333333,70.16,3.96,4.677333333333333,0.264,0.9746666666666666,0.214,4.677333333333333,0.264
dag_10_nodes_15_edges_semantics_random,MPC-LLM,0.04,0.01,10.0,0.81,0.01,0.03,0.66,0.05,0.0,0.01,0.24,0.04,0.16,0.04,0.19,0.04,12.02,0.38,14.62,3.21,70.16,3.96,npy,cpdag,10,15,15,random,LT,0.8013333333333333,0.025333333333333333,70.16,3.96,4.677333333333333,0.264,0.9746666666666666,0.214,4.677333333333333,0.264
dag_15_nodes_15_edges_degrees_ER,MPC,0.03,0.01,11.28,1.05,0.01,0.02,0.75,0.07,0.0,0.0,0.4,0.04,0.3,0.04,0.34,0.04,10.58,0.64,11.2,8.28,74.78,6.61,npy,cpdag,15,15,15,ER,ER,0.7053333333333334,0.042666666666666665,74.78,6.61,4.985333333333333,0.4406666666666667,0.7466666666666666,0.5519999999999999,4.985333333333333,0.4406666666666667
dag_15_nodes_15_edges_degrees_ER,MPC-LLM,0.03,0.01,11.28,1.05,0.01,0.02,0.75,0.07,0.0,0.0,0.4,0.04,0.3,0.04,0.34,0.04,10.58,0.64,11.2,8.28,74.78,6.61,npy,cpdag,15,15,15,ER,ER,0.7053333333333334,0.042666666666666665,74.78,6.61,4.985333333333333,0.4406666666666667,0.7466666666666666,0.5519999999999999,4.985333333333333,0.4406666666666667
dag_15_nodes_15_edges_degrees_SF,MPC,0.03,0.01,10.64,0.98,0.02,0.04,0.74,0.06,0.0,0.01,0.55,0.04,0.42,0.03,0.47,0.03,11.26,0.53,8.46,12.89,96.62,8.37,npy,cpdag,15,15,14,SF,SF,0.8042857142857143,0.03785714285714286,96.62,8.37,6.901428571428572,0.5978571428571428,0.6042857142857143,0.9207142857142857,6.901428571428572,0.5978571428571428
dag_15_nodes_15_edges_degrees_SF,MPC-LLM,0.03,0.01,10.64,0.98,0.02,0.04,0.74,0.06,0.0,0.01,0.55,0.04,0.42,0.03,0.47,0.03,11.26,0.53,8.46,12.89,96.62,8.37,npy,cpdag,15,15,14,SF,SF,0.8042857142857143,0.03785714285714286,96.62,8.37,6.901428571428572,0.5978571428571428,0.6042857142857143,0.9207142857142857,6.901428571428572,0.5978571428571428
dag_15_nodes_15_edges_degrees_random,MPC,0.04,0.0,13.28,0.81,0.01,0.02,0.88,0.05,0.0,0.0,0.39,0.04,0.35,0.05,0.37,0.05,10.5,0.58,5.56,2.44,94.8,7.11,npy,cpdag,15,15,15,random,LT,0.7,0.03866666666666666,94.8,7.11,6.319999999999999,0.47400000000000003,0.37066666666666664,0.16266666666666665,6.319999999999999,0.47400000000000003
dag_15_nodes_15_edges_degrees_random,MPC-LLM,0.04,0.0,13.28,0.81,0.01,0.02,0.88,0.05,0.0,0.0,0.39,0.04,0.35,0.05,0.37,0.05,10.5,0.58,5.56,2.44,94.8,7.11,npy,cpdag,15,15,15,random,LT,0.7,0.03866666666666666,94.8,7.11,6.319999999999999,0.47400000000000003,0.37066666666666664,0.16266666666666665,6.319999999999999,0.47400000000000003
dag_15_nodes_15_edges_none_ER,MPC,0.04,0.0,12.9,0.46,0.0,0.02,0.86,0.02,0.0,0.0,0.76,0.02,0.66,0.02,0.71,0.02,9.06,0.24,6.68,1.7,96.46,2.53,npy,cpdag,15,15,15,ER,ER,0.604,0.016,96.46,2.53,6.430666666666666,0.16866666666666666,0.4453333333333333,0.11333333333333333,6.430666666666666,0.16866666666666666
dag_15_nodes_15_edges_none_ER,MPC-LLM,0.04,0.0,12.9,0.46,0.0,0.02,0.86,0.02,0.0,0.0,0.76,0.02,0.66,0.02,0.71,0.02,9.06,0.24,6.68,1.7,96.46,2.53,npy,cpdag,15,15,15,ER,ER,0.604,0.016,96.46,2.53,6.430666666666666,0.16866666666666666,0.4453333333333333,0.11333333333333333,6.430666666666666,0.16866666666666666
dag_15_nodes_15_edges_none_SF,MPC,0.05,0.02,9.2,1.07,0.03,0.05,0.64,0.07,0.0,0.01,0.3,0.07,0.2,0.06,0.24,0.06,13.26,0.53,41.92,22.54,92.3,10.19,npy,cpdag,15,15,14,SF,SF,0.9471428571428572,0.03785714285714286,92.3,10.19,6.5928571428571425,0.7278571428571429,2.994285714285714,1.6099999999999999,6.5928571428571425,0.7278571428571429
dag_15_nodes_15_edges_none_SF,MPC-LLM,0.05,0.02,9.2,1.07,0.03,0.05,0.64,0.07,0.0,0.01,0.3,0.07,0.2,0.06,0.24,0.06,13.26,0.53,41.92,22.54,92.3,10.19,npy,cpdag,15,15,14,SF,SF,0.9471428571428572,0.03785714285714286,92.3,10.19,6.5928571428571425,0.7278571428571429,2.994285714285714,1.6099999999999999,6.5928571428571425,0.7278571428571429
dag_15_nodes_15_edges_none_random,MPC,0.05,0.0,13.16,0.42,0.0,0.01,0.88,0.03,0.0,0.0,0.53,0.02,0.47,0.0,0.5,0.01,11.02,0.14,1.86,0.4,121.12,3.24,npy,cpdag,15,15,15,random,LT,0.7346666666666667,0.009333333333333334,121.12,3.24,8.074666666666667,0.21600000000000003,0.12400000000000001,0.02666666666666667,8.074666666666667,0.21600000000000003
dag_15_nodes_15_edges_none_random,MPC-LLM,0.04,0.0,13.16,0.42,0.0,0.01,0.88,0.03,0.0,0.0,0.53,0.02,0.47,0.0,0.5,0.01,11.02,0.14,1.86,0.4,121.12,3.24,npy,cpdag,15,15,15,random,LT,0.7346666666666667,0.009333333333333334,121.12,3.24,8.074666666666667,0.21600000000000003,0.12400000000000001,0.02666666666666667,8.074666666666667,0.21600000000000003
dag_15_nodes_15_edges_semantics_ER,MPC,0.03,0.0,11.38,0.9,0.01,0.03,0.75,0.06,0.0,0.0,0.57,0.05,0.43,0.04,0.49,0.04,12.1,0.3,23.9,14.3,71.78,6.54,npy,cpdag,15,15,15,ER,ER,0.8066666666666666,0.02,71.78,6.54,4.785333333333333,0.436,1.5933333333333333,0.9533333333333334,4.785333333333333,0.436
dag_15_nodes_15_edges_semantics_ER,MPC-LLM,0.03,0.0,11.38,0.9,0.01,0.03,0.75,0.06,0.0,0.0,0.57,0.05,0.43,0.04,0.49,0.04,12.1,0.3,23.9,14.3,71.78,6.54,npy,cpdag,15,15,15,ER,ER,0.8066666666666666,0.02,71.78,6.54,4.785333333333333,0.436,1.5933333333333333,0.9533333333333334,4.785333333333333,0.436
dag_15_nodes_15_edges_semantics_SF,MPC,0.03,0.0,9.16,1.02,0.03,0.05,0.64,0.06,0.0,0.01,0.4,0.04,0.26,0.04,0.32,0.04,11.64,0.6,12.18,16.8,87.98,4.75,npy,cpdag,15,15,14,SF,SF,0.8314285714285715,0.04285714285714286,87.98,4.75,6.284285714285715,0.3392857142857143,0.87,1.2,6.284285714285715,0.3392857142857143
dag_15_nodes_15_edges_semantics_SF,MPC-LLM,0.03,0.0,9.16,1.02,0.03,0.05,0.64,0.06,0.0,0.01,0.4,0.04,0.26,0.04,0.32,0.04,11.64,0.6,12.18,16.8,87.98,4.75,npy,cpdag,15,15,14,SF,SF,0.8314285714285715,0.04285714285714286,87.98,4.75,6.284285714285715,0.3392857142857143,0.87,1.2,6.284285714285715,0.3392857142857143
dag_15_nodes_15_edges_semantics_random,MPC,0.04,0.0,12.84,0.71,0.01,0.02,0.85,0.04,0.0,0.0,0.73,0.03,0.63,0.04,0.67,0.03,14.12,0.33,13.84,5.02,154.44,6.59,npy,cpdag,15,15,15,random,LT,0.9413333333333332,0.022000000000000002,154.44,6.59,10.296,0.4393333333333333,0.9226666666666666,0.3346666666666666,10.296,0.4393333333333333
dag_15_nodes_15_edges_semantics_random,MPC-LLM,0.04,0.0,12.84,0.71,0.01,0.02,0.85,0.04,0.0,0.0,0.73,0.03,0.63,0.04,0.67,0.03,14.12,0.33,13.84,5.02,154.44,6.59,npy,cpdag,15,15,15,random,LT,0.9413333333333332,0.022000000000000002,154.44,6.59,10.296,0.4393333333333333,0.9226666666666666,0.3346666666666666,10.296,0.4393333333333333
dag_15_nodes_22_edges_degrees_ER,MPC,0.05,0.0,13.16,0.68,0.01,0.03,0.59,0.03,0.0,0.0,0.23,0.02,0.14,0.01,0.17,0.01,20.16,0.37,47.88,2.88,169.74,5.05,npy,cpdag,15,22,22,ER,ER,0.9163636363636364,0.01681818181818182,169.74,5.05,7.715454545454546,0.22954545454545452,2.1763636363636363,0.1309090909090909,7.715454545454546,0.22954545454545452
dag_15_nodes_22_edges_degrees_ER,MPC-LLM,0.05,0.0,13.16,0.68,0.01,0.03,0.59,0.03,0.0,0.0,0.23,0.02,0.14,0.01,0.17,0.01,20.16,0.37,47.88,2.88,169.74,5.05,npy,cpdag,15,22,22,ER,ER,0.9163636363636364,0.01681818181818182,169.74,5.05,7.715454545454546,0.22954545454545452,2.1763636363636363,0.1309090909090909,7.715454545454546,0.22954545454545452
dag_15_nodes_22_edges_degrees_SF,MPC,0.03,0.01,8.78,1.13,0.03,0.06,0.61,0.07,0.0,0.01,0.38,0.04,0.24,0.03,0.29,0.04,13.28,0.54,18.9,13.68,82.58,11.03,npy,cpdag,15,22,14,SF,SF,0.9485714285714285,0.038571428571428576,82.58,11.03,5.898571428571429,0.7878571428571428,1.3499999999999999,0.9771428571428571,5.898571428571429,0.7878571428571428
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03,0.01,8.78,1.13,0.03,0.06,0.61,0.07,0.0,0.01,0.38,0.04,0.24,0.03,0.29,0.04,13.28,0.54,18.9,13.68,82.58,11.03,npy,cpdag,15,22,14,SF,SF,0.9485714285714285,0.038571428571428576,82.58,11.03,5.898571428571429,0.7878571428571428,1.3499999999999999,0.9771428571428571,5.898571428571429,0.7878571428571428
dag_15_nodes_22_edges_degrees_random,MPC,0.07,0.01,16.4,0.9,0.02,0.03,0.73,0.04,0.0,0.01,0.54,0.03,0.4,0.03,0.46,0.03,19.3,0.51,31.64,5.29,176.08,6.13,npy,cpdag,15,22,22,random,LT,0.8772727272727273,0.023181818181818182,176.08,6.13,8.003636363636364,0.2786363636363636,1.4381818181818182,0.24045454545454545,8.003636363636364,0.2786363636363636
dag_15_nodes_22_edges_degrees_random,MPC-LLM,0.07,0.01,16.4,0.9,0.02,0.03,0.73,0.04,0.0,0.01,0.54,0.03,0.4,0.03,0.46,0.03,19.3,0.51,31.64,5.29,176.08,6.13,npy,cpdag,15,22,22,random,LT,0.8772727272727273,0.023181818181818182,176.08,6.13,8.003636363636364,0.2786363636363636,1.4381818181818182,0.24045454545454545,8.003636363636364,0.2786363636363636
dag_15_nodes_22_edges_none_ER,MPC,0.08,0.01,16.6,0.88,0.01,0.02,0.75,0.04,0.0,0.0,0.37,0.03,0.28,0.03,0.32,0.03,19.14,0.4,25.54,3.14,148.48,5.64,npy,cpdag,15,22,22,ER,ER,0.87,0.018181818181818184,148.48,5.64,6.749090909090909,0.25636363636363635,1.160909090909091,0.14272727272727273,6.749090909090909,0.25636363636363635
dag_15_nodes_22_edges_none_ER,MPC-LLM,0.07,0.01,16.6,0.88,0.01,0.02,0.75,0.04,0.0,0.0,0.37,0.03,0.28,0.03,0.32,0.03,19.14,0.4,25.54,3.14,148.48,5.64,npy,cpdag,15,22,22,ER,ER,0.87,0.018181818181818184,148.48,5.64,6.749090909090909,0.25636363636363635,1.160909090909091,0.14272727272727273,6.749090909090909,0.25636363636363635
dag_15_nodes_22_edges_none_SF,MPC,0.03,0.0,10.7,0.65,0.02,0.03,0.75,0.04,0.0,0.0,0.71,0.03,0.54,0.04,0.61,0.03,10.16,0.37,30.32,27.56,96.94,2.53,npy,cpdag,15,22,14,SF,SF,0.7257142857142858,0.02642857142857143,96.94,2.53,6.924285714285714,0.1807142857142857,2.165714285714286,1.9685714285714284,6.924285714285714,0.1807142857142857
dag_15_nodes_22_edges_none_SF,MPC-LLM,0.03,0.0,10.7,0.65,0.02,0.03,0.75,0.04,0.0,0.0,0.71,0.03,0.54,0.04,0.61,0.03,10.16,0.37,30.32,27.56,96.94,2.53,npy,cpdag,15,22,14,SF,SF,0.7257142857142858,0.02642857142857143,96.94,2.53,6.924285714285714,0.1807142857142857,2.165714285714286,1.9685714285714284,6.924285714285714,0.1807142857142857
dag_15_nodes_22_edges_none_random,MPC,0.1,0.02,17.46,0.73,0.01,0.02,0.79,0.03,0.0,0.0,0.36,0.02,0.29,0.02,0.32,0.02,19.14,0.35,25.18,3.95,170.62,5.12,npy,cpdag,15,22,22,random,LT,0.87,0.015909090909090907,170.62,5.12,7.755454545454546,0.23272727272727273,1.1445454545454545,0.17954545454545456,7.755454545454546,0.23272727272727273
dag_15_nodes_22_edges_none_random,MPC-LLM,0.1,0.01,17.46,0.73,0.01,0.02,0.79,0.03,0.0,0.0,0.36,0.02,0.29,0.02,0.32,0.02,19.14,0.35,25.18,3.95,170.62,5.12,npy,cpdag,15,22,22,random,LT,0.87,0.015909090909090907,170.62,5.12,7.755454545454546,0.23272727272727273,1.1445454545454545,0.17954545454545456,7.755454545454546,0.23272727272727273
dag_15_nodes_22_edges_semantics_ER,MPC,0.1,0.01,16.76,0.72,0.0,0.01,0.76,0.03,0.0,0.0,0.58,0.02,0.44,0.03,0.5,0.02,15.06,0.24,24.08,1.18,175.1,1.2,npy,cpdag,15,22,22,ER,ER,0.6845454545454546,0.010909090909090908,175.1,1.2,7.959090909090909,0.05454545454545454,1.0945454545454545,0.053636363636363635,7.959090909090909,0.05454545454545454
dag_15_nodes_22_edges_semantics_ER,MPC-LLM,0.1,0.01,16.76,0.72,0.0,0.01,0.76,0.03,0.0,0.0,0.58,0.02,0.44,0.03,0.5,0.02,15.06,0.24,24.08,1.18,175.1,1.2,npy,cpdag,15,22,22,ER,ER,0.6845454545454546,0.010909090909090908,175.1,1.2,7.959090909090909,0.05454545454545454,1.0945454545454545,0.053636363636363635,7.959090909090909,0.05454545454545454
dag_15_nodes_22_edges_semantics_SF,MPC,0.02,0.0,9.24,0.96,0.02,0.04,0.65,0.06,0.0,0.0,0.25,0.04,0.17,0.03,0.2,0.04,9.64,0.69,26.2,8.45,71.08,8.24,npy,cpdag,15,22,14,SF,SF,0.6885714285714286,0.04928571428571428,71.08,8.24,5.077142857142857,0.5885714285714286,1.8714285714285714,0.6035714285714285,5.077142857142857,0.5885714285714286
dag_15_nodes_22_edges_semantics_SF,MPC-LLM,0.02,0.0,9.24,0.96,0.02,0.04,0.65,0.06,0.0,0.0,0.25,0.04,0.17,0.03,0.2,0.04,9.64,0.69,26.2,8.45,71.08,8.24,npy,cpdag,15,22,14,SF,SF,0.6885714285714286,0.04928571428571428,71.08,8.24,5.077142857142857,0.5885714285714286,1.8714285714285714,0.6035714285714285,5.077142857142857,0.5885714285714286
dag_15_nodes_22_edges_semantics_random,MPC,0.1,0.03,15.34,1.04,0.01,0.02,0.69,0.05,0.0,0.0,0.43,0.04,0.3,0.03,0.35,0.03,15.54,1.03,38.14,7.29,144.74,7.15,npy,cpdag,15,22,22,random,LT,0.7063636363636363,0.04681818181818182,144.74,7.15,6.579090909090909,0.325,1.7336363636363636,0.33136363636363636,6.579090909090909,0.325
dag_15_nodes_22_edges_semantics_random,MPC-LLM,0.09,0.03,15.34,1.04,0.01,0.02,0.69,0.05,0.0,0.0,0.43,0.04,0.3,0.03,0.35,0.03,15.54,1.03,38.14,7.29,144.74,7.15,npy,cpdag,15,22,22,random,LT,0.7063636363636363,0.04681818181818182,144.74,7.15,6.579090909090909,0.325,1.7336363636363636,0.33136363636363636,6.579090909090909,0.325
dag_5_nodes_5_edges_degrees_ER,MPC,0.01,0.0,4.62,0.49,0.0,0.0,0.92,0.1,0.0,0.0,0.78,0.02,0.72,0.1,0.75,0.07,2.38,0.49,2.72,3.82,18.66,2.11,npy,cpdag,5,5,5,ER,ER,0.476,0.098,18.66,2.11,3.732,0.422,0.544,0.764,3.732,0.422
dag_5_nodes_5_edges_degrees_ER,MPC-LLM,0.01,0.0,4.62,0.49,0.0,0.0,0.92,0.1,0.0,0.0,0.78,0.02,0.72,0.1,0.75,0.07,2.38,0.49,2.72,3.82,18.66,2.11,npy,cpdag,5,5,5,ER,ER,0.476,0.098,18.66,2.11,3.732,0.422,0.544,0.764,3.732,0.422
dag_5_nodes_5_edges_degrees_SF,MPC,0.01,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,20.0,0.0,npy,cpdag,5,5,4,SF,SF,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
dag_5_nodes_5_edges_degrees_SF,MPC-LLM,0.01,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,20.0,0.0,npy,cpdag,5,5,4,SF,SF,0.0,0.0,20.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0
